Вид фінансових зобовʼязань,Дата виникнення,Сума (вартість) зобовʼязання на момент виникнення,ПІБ (для фіз. осіб)/Назва (для юр. осіб),Ідентифікаційний код (для фіз. осіб)/Код ЄДРПОУ (для юр. осіб),Місце проживання (для фіз. осіб)/Юридична адреса (для юр. осіб),Сума (вартість) на кінець звітного періоду грн,Тип особи,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Квартал,Рік
 телекомунікаційні послуги ,01.12.2022,589.0,"Приватне акціонерне товариство ""КИЇВСТАР""",21673832,м. Київ вул. Дегтярівська буд. 53,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення ,01.01.2022,600.0,"Товариство з обмеженою відповідальністю ""Епіцентр К""",32490244,м. Київ вул. Берковецька буд. 6К,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення ,01.12.2022,248.0,Білогірська селищна рада,04403143,"Хмельницька обл., Шепетівський р-н, смт Білогіря вул. Шевченка буд. 44",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення ,01.11.2022,593.67,Управління культури та туризму Дунаєвецької міської ради,42732053,"Хмельницька обл., Камянець Подільський р-н, м. Дунаївці вул. Шевченка буд. 50",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення ,01.12.2022,1183.09,"Відділ культури, національностей, релігій та туризму Городоцької міської ради",41945568,"Хмельницька обл., Хмельницький р-н, м. Городок вул. Грушевського буд. 51",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
Банківські послуги,21.12.2022,0.64,"Акціонерне товариство ""Райффайзен Банк""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
Податки з інших доходів ,01.01.2022,1.5,Головне управління ДПС у Хмельницькій області,43142957,"Хмельницька обл., м. Хмельницький вул. Пилипчука буд. 17",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
Податки з інших доходів ,01.01.2022,18.0,Головне управління ДПС у Хмельницькій області,43142957,"Хмельницька обл., м. Хмельницький вул. Пилипчука буд. 17",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда офісної техніки ,01.01.2022,80.5,"Акціонерне товариство ""Райффайзен Банк""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
Банківські послуги,26.12.2022,21.57,"Акціонерне товариство ""Райффайзен Банк""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
податки із зарплати,01.12.2022,50.25,Головне управління ДПС у Хмельницькій області,43142957,"Хмельницька обл., м. Хмельницький вул. Пилипчука буд. 17",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
податки із зарплати,01.12.2022,603.0,Головне управління ДПС у Хмельницькій області,43142957,"Хмельницька обл., м. Хмельницький вул. Пилипчука буд. 17",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
податки по зарплаті,01.12.2022,737.0,Головне управління ДПС у Хмельницькій області,43142957,"Хмельницька обл., м. Хмельницький вул. Пилипчука буд. 17",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
Заробітна плата,01.12.2022,2696.75,"Акціонерне товариство ""Райффайзен Банк""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення ,01.01.2022,2400.0,"Товариство з обмеженою відповідальністю ""Лотівка Еліт""",32678215,"Хмельницька обл., Шепетівський р-н, село Лотівка вул. Центральна буд. 1 корпус Б",0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
Банківські послуги,29.12.2022,150.0,"Акціонерне товариство ""Райффайзен Банк""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
Банківські послуги,29.12.2022,45.0,"Акціонерне товариство ""Райффайзен Банк""",14305909,м. Київ вул. Генерала Алмазова буд. 4А,0.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення,01.12.2022,0.0,Управління культури та туризму Дунаєвецької міської ради,42732053,"Хмельницька обл., Камянець Подільський р-н, м. Дунаївці вул. Шевченка буд. 50",597.83,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення,01.12.2022,0.0,Відділ культури та туризму Чемеровецької селищної ради,41114556,"Хмельницька обл., Камянець Подільський р-н, смт Чемерівці вул. Центральна буд. 42",174.17,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення,01.12.2021,0.0,"Товариство з обмеженою відповідальністю ""Епіцентр К""",32490244,м. Київ вул. Берковецька буд. 6К,6000.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
оренда приміщення,01.12.2022,0.0,"Товариство з обмеженою відповідальністю ""Епіцентр К""",32490244,м. Київ вул. Берковецька буд. 6К,6000.0,Юридична особа,ЗА КОНКРЕТНІ СПРАВИ,Центральний офіс,39933113,Хмельницька область,4,2022
