Найменування банку,Вид рахунку,Номер рахунку,Сума коштів,Партія,Місцева організація,Код ЄДРПОУ осередку,Географічний обʼєкт,Дата,Квартал,Рік
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26430500197621,219,Блок Петра Порошенка "Солідарність",Київська обласна організація,39495516,Київська область,2018-12-31,4,2018
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26432500127128,0,Блок Петра Порошенка "Солідарність",Київська обласна організація,39495516,Київська область,2018-12-31,4,2018
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26430500447297,10,Блок Петра Порошенка "Солідарність",Київська обласна організація,39495516,Київська область,2018-12-31,4,2018
"АТ ""Ощадбанк""",рахунок виборчого фонду кандидата,26438500752360,0,Блок Петра Порошенка "Солідарність",Київська обласна організація,39495516,Київська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26002052912613,"229,18",Блок Петра Порошенка "Солідарність",Кіровоградська обласна організація,39697790,Кіровоградська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26100052902581,60000,Блок Петра Порошенка "Солідарність",Кіровоградська обласна організація,39697790,Кіровоградська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26003052925881,18000,Блок Петра Порошенка "Солідарність",Кіровоградська обласна організація,39697790,Кіровоградська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26007052927788,20000,Блок Петра Порошенка "Солідарність",Кіровоградська обласна організація,39697790,Кіровоградська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26042052904249,0,Блок Петра Порошенка "Солідарність",Кіровоградська обласна організація,39697790,Кіровоградська область,2018-12-31,4,2018
"АБ ""Укргазбанк""",рахунок виборчого фонду кандидата,26434924415446,0,Блок Петра Порошенка "Солідарність",Кіровоградська обласна організація,39697790,Кіровоградська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004054634768,0,Блок Петра Порошенка "Солідарність",Кременчуцька міська організація,39957532,Полтавська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009053718941,"2904,17",Блок Петра Порошенка "Солідарність",Луганська обласна організація,39825996,Луганська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26043053705040,0,Блок Петра Порошенка "Солідарність",Луганська обласна організація,39825996,Луганська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26001053219711,"4953,47",Блок Петра Порошенка "Солідарність",Миколаївська обласна організація,26029188,Миколаївська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26041053203743,0,Блок Петра Порошенка "Солідарність",Миколаївська обласна організація,26029188,Миколаївська область,2018-12-31,4,2018
"АБ ""Укргазбанк""",поточний рахунок,26000212002144,0,Блок Петра Порошенка "Солідарність",Полтавська міська організація,39962153,Полтавська область,2018-12-31,4,2018
"АБ ""Укргазбанк""",поточний рахунок,26000279199,0,Блок Петра Порошенка "Солідарність",Полтавська обласна організація,26090791,Полтавська область,2018-12-31,4,2018
"АБ ""Укргазбанк""",поточний рахунок,26045903291382,0,Блок Петра Порошенка "Солідарність",Полтавська обласна організація,26090791,Полтавська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009054713048,"199,87",Блок Петра Порошенка "Солідарність",Рівненська обласна організація,39757256,Рівненська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26043054707946,0,Блок Петра Порошенка "Солідарність",Рівненська обласна організація,39757256,Рівненська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26046054702335,0,Блок Петра Порошенка "Солідарність",Рівненська обласна організація,39757256,Рівненська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26434050201763,0,Блок Петра Порошенка "Солідарність",Рівненська обласна організація,39757256,Рівненська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055016910,"4839,79",Блок Петра Порошенка "Солідарність",Сумська обласна організація,39587135,Сумська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26009055114295,"1297,67",Блок Петра Порошенка "Солідарність",Тернопільська обласна організація,39614425,Тернопільська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26041055102340,0,Блок Петра Порошенка "Солідарність",Тернопільська обласна організація,39614425,Тернопільська область,2018-12-31,4,2018
"АТ ""Райффайзен банк Аваль""",рахунок виборчого фонду кандидата,2643798,0,Блок Петра Порошенка "Солідарність",Тернопільська обласна організація,39614425,Тернопільська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",рахунок виборчого фонду кандидата,26436055100474,0,Блок Петра Порошенка "Солідарність",Тернопільська обласна організація,39614425,Тернопільська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,2600912063,"42758,21",Блок Петра Порошенка "Солідарність",Харківська обласна організація,39740347,Харківська область,2018-12-31,4,2018
"ПАТ ""Мегабанк""",поточний рахунок,2600420063,"253,19",Блок Петра Порошенка "Солідарність",Харківська обласна організація,39740347,Харківська область,2018-12-31,4,2018
"АБ ""Укргазбанк""",поточний рахунок,26001266059,"55534,01",Блок Петра Порошенка "Солідарність",Херсонська обласна організація,39438699,Херсонська область,2018-12-31,4,2018
"ПАТ ""Укрсоцбанк""",поточний рахунок,26001011576381,"270,64",Блок Петра Порошенка "Солідарність",Хмельницька обласна організація,39545645,Хмельницька область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26000051523322,"21,77",Блок Петра Порошенка "Солідарність",Черкаська обласна організація,39602603,Черкаська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26042051507919,0,Блок Петра Порошенка "Солідарність",Черкаська обласна організація,39602603,Черкаська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,29240051504238,0,Блок Петра Порошенка "Солідарність",Черкаська обласна організація,39602603,Черкаська область,2018-12-31,4,2018
"АБ ""Укргазбанк""",поточний рахунок,26001266565,"230,44",Блок Петра Порошенка "Солідарність",Чернівецька обласна організація,39692702,Чернівецька область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26004051416683,"4053,4",Блок Петра Порошенка "Солідарність",Чернігівська обласна організація,39742680,Чернігівська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26053051416968,0,Блок Петра Порошенка "Солідарність",Чернігівська обласна організація,39742680,Чернігівська область,2018-12-31,4,2018
"ПАТ КБ ""Приватбанк""",поточний рахунок,26044051405513,0,Блок Петра Порошенка "Солідарність",Чернігівська обласна організація,39742680,Чернігівська область,2018-12-31,4,2018
